a_voltage_V,b_max_voltage_V,c_current_A,d_resistance_mOhm,e_welding_energy_Ws,f_force_one_N,g_force_two_N,h_movement_one_um,i_movement_two_um,j_welding_time_ms,k_wear,machine_nr,time
1.1210855,2.1427038,3660.7556,469.27399,3312.1372,193.6512,182.37386,440.5531,421.11023,806.85376,0,1,3199
1.4152682,2.0049722,3510.7756,431.98862,3312.1851,176.96396,183.53082,426.78085,413.64221,823.14581,0,1,3200
1.1092378,2.3418109,3610.552,473.41916,3312.0481,183.15941,193.24629,426.2738,446.18567,909.92279,0,1,3201
1.1804579,2.3258286,3586.8262,453.49136,3312.0759,184.35376,187.13846,412.18872,416.22821,883.5921,0,1,3202
1.3656338,2.0266511,3478.4907,432.09021,3311.8176,168.95862,188.54187,422.98947,422.01749,834.57458,0,1,3203
1.4724859,2.1354284,3674.394,468.60419,3312.6335,186.68251,180.50026,431.06656,415.88715,834.09784,0,0,3204
1.5942187,2.2748482,3795.2014,504.58859,3311.7744,192.43317,193.66344,425.87515,418.41031,800.81964,0,0,3205
1.226217,1.9704489,3788.0771,431.72723,3311.9509,189.49774,183.47739,416.01633,421.22717,830.19342,0,0,3206
1.3266857,2.1478951,3668.4355,514.84253,3311.7329,172.70358,177.06898,423.78644,414.27969,717.14008,0,1,3207
1.254796,1.8638786,3634.0586,457.11664,3311.9414,197.99905,193.62585,445.38773,433.10828,811.14569,0,1,3208
1.4999285,2.3749576,3522.667,434.86618,3312.0095,181.7525,199.72803,417.4653,437.43399,776.80756,0,1,3209
1.5718677,2.3141422,3701.0852,427.36484,3312.4062,184.97321,201.32651,433.99295,422.04462,797.69037,0,0,3210
1.6094506,2.5754747,3672.7402,418.0043,3312.313,191.35135,184.91103,408.36447,436.81119,721.19586,0,1,3211
1.7773112,2.0568681,3568.3286,448.10965,3312.1023,177.26701,196.601,394.79941,398.68515,857.00464,0,1,3212
1.7090189,2.2653787,3828.197,419.27472,3312.145,188.23434,168.08533,400.67578,422.82138,873.62994,0,0,3213
1.8437963,2.0635502,3587.116,387.00406,3311.6099,185.85208,189.30476,438.24545,412.74951,866.07074,0,1,3214
2.0323353,2.0938542,3655.3098,485.52005,3311.8445,181.06503,186.16843,434.38461,411.13467,896.51617,0,1,3215
1.6316434,1.9367296,3600.2463,448.94168,3311.7979,191.22104,182.95877,418.9064,419.79141,816.51343,0,0,3216
1.7260969,2.2448094,3637.0679,512.18073,3312.0042,186.07024,176.7747,412.61557,418.25479,767.77234,0,1,3217
1.4518386,1.688656,3704.1475,433.30875,3312.1536,173.37927,187.71564,403.07812,417.06485,803.66119,0,0,3218
1.3983428,2.0246534,3654.3545,501.61789,3312.0386,190.52805,186.21196,425.81836,422.26547,849.27649,0,0,3219
1.3083632,2.11391,3833.2625,409.59525,3311.762,169.9648,186.12202,401.21579,411.73019,811.96436,0,1,3220
1.5192332,2.0935073,3628.6743,480.07153,3311.8225,191.39485,193.22383,430.75238,425.67715,823.30762,0,0,3221
1.5275357,2.0038655,3705.8267,498.21103,3311.8354,186.21001,170.65894,422.88217,422.78577,925.54877,0,0,3222
1.499941,2.0143015,3554.2112,508.15939,3312.22,189.34348,188.19698,410.78958,430.56244,838.83289,0,0,3223
1.5074264,2.3917279,3668.5703,476.71503,3311.7107,184.75308,183.58569,423.1962,424.22812,819.26801,0,1,3224
1.4709989,2.2410498,3547.4321,433.34958,3312.0583,201.85039,186.26747,412.4621,421.45059,792.13239,0,0,3225
1.4565583,2.2832725,3697.8196,423.2175,3312.3457,176.25809,197.41327,426.86353,412.05582,856.99139,0,1,3226
1.3222805,2.1550677,3821.7537,469.27072,3311.7544,192.31912,178.10982,413.63843,437.03241,768.81256,0,0,3227
1.5514159,2.1872678,3605.4705,389.81668,3311.8486,174.97469,194.6449,420.51047,417.17892,929.75067,0,1,3228
1.7919148,1.9855707,3762.4148,420.72635,3312.2239,191.56613,188.841,428.40494,428.00259,768.22858,0,1,3229
1.5270001,2.3901939,3613.5876,422.44028,3312.0879,188.72754,196.87129,419.0672,402.16833,836.2121,0,1,3230
1.0114652,2.1578448,3977.2532,471.92123,3311.9868,187.43835,202.12115,450.00211,416.69061,761.51898,0,1,3231
1.0985395,2.3327432,3846.2227,427.18588,3312.252,183.93498,179.38963,418.22314,440.91147,856.70074,0,1,3232
1.7916815,2.0999327,3479.5254,467.91498,3312.2646,190.84492,196.24989,426.32303,399.99469,862.6488,0,0,3233
1.4516768,2.1118028,3701.0906,468.59323,3312.106,178.1264,174.90553,412.67618,427.95224,870.12433,0,0,3234
1.3399228,2.3492432,3512.2529,467.86276,3312.417,185.54509,172.12541,430.1947,432.74289,807.41089,0,1,3235
1.5651472,2.1083863,3545.5918,502.33142,3312.3762,176.03514,190.47704,433.10043,420.07788,836.9267,0,0,3236
1.6937689,2.0989106,3850.5586,472.90201,3311.9673,170.67155,179.33018,434.05383,408.74933,856.75293,0,1,3237
1.3326935,2.1254737,3729.7966,460.19296,3311.9802,177.79437,178.68738,450.96155,427.41556,906.32172,0,1,3238
1.6874352,2.1400473,3377.9229,457.25131,3312.1851,178.48076,197.48192,438.04681,417.74377,785.34949,0,1,3239
1.1519277,2.1150415,3522.8083,421.73746,3311.5464,174.48636,179.94923,396.73358,416.45807,875.44366,0,1,3240
1.1012352,2.1134582,3638.5444,449.19162,3311.4434,183.02786,178.35568,432.33499,427.47446,765.45703,0,0,3241
1.4068875,2.5339506,3684.6907,499.01941,3312.1755,195.82845,194.17062,428.54755,414.49771,721.67676,0,1,3242
1.7023945,2.2933991,3678.9797,459.26974,3311.7266,181.42035,191.98788,421.06171,419.12546,757.02502,0,0,3243
1.9215358,2.0877273,3582.3792,489.33139,3311.854,179.46394,168.76123,416.69937,416.00162,835.89551,0,1,3244
1.3323818,2.2770975,3309.3308,481.33966,3312.4414,195.7491,172.84973,416.01306,390.81738,746.00812,0,1,3245
1.4465578,2.4149377,3641.311,452.7709,3311.8857,173.696,189.39633,417.96368,417.42319,840.64679,0,0,3246
1.3356575,2.2731647,3605.71,434.67413,3312.2986,179.67468,186.53899,429.96707,425.83804,727.68964,0,0,3247
1.4273058,1.8002787,3652.6775,458.4039,3311.9006,188.468,191.89464,435.9021,424.78058,787.14435,0,0,3248
1.6857158,2.0581996,3617.4768,384.71893,3311.8735,186.21936,196.40323,410.80249,426.14139,864.11267,0,1,3249
1.9105588,2.006918,3633.9795,481.98099,3311.9734,184.75882,184.49294,421.12326,409.4187,873.21936,0,1,3250
1.9127473,1.9596612,3606.7322,430.27176,3312.2141,192.06003,171.53737,415.2254,399.02808,822.81598,0,1,3251
1.3232294,2.3285344,3645.5288,488.82391,3311.8567,197.06592,183.71237,442.96219,416.64322,902.06042,0,1,3252
1.4407724,2.2857587,3559.27,514.27161,3311.918,196.80673,184.48523,406.75046,394.35532,763.06616,0,0,3253
1.6792775,2.1754723,3677.363,440.31577,3311.9089,188.06764,184.3157,435.48016,414.36908,813.59595,0,0,3254
1.3584377,2.2531743,3507.5972,470.42093,3311.8179,183.2455,201.47127,436.6597,419.9223,797.15173,0,0,3255
1.7622664,1.9416598,3784.2239,416.30038,3312.0742,185.71211,178.45978,432.2999,428.84454,771.2464,0,0,3256
1.7161773,2.2382233,3741.5962,461.48169,3312.1865,187.44504,179.39294,417.82639,410.07083,786.89685,0,0,3257
1.5982676,2.1449404,3379.6978,517.92206,3312.2874,188.28433,179.51488,419.58868,420.92862,938.20715,0,0,3258
1.6208302,2.1365798,3563.2041,465.79803,3311.6162,200.7036,192.08774,417.16653,420.4541,855.70447,0,1,3259
1.1672833,2.4263272,3574.5725,391.33084,3311.8,191.39641,196.00877,429.2933,414.6358,856.37915,0,1,3260
1.2984464,2.050019,3594.4077,444.88312,3312.3394,183.49646,175.27379,414.90326,423.96234,727.37091,0,0,3261
1.5425181,2.0299816,3621.2517,457.57697,3311.7844,175.74271,181.54021,410.93753,411.94376,851.21747,0,0,3262
0.95789367,2.124779,3655.2129,460.2449,3312.2996,178.09279,191.26602,423.7515,419.89709,785.80396,0,1,3263
1.4713888,2.3824084,3391.6714,438.11942,3311.8767,194.10715,194.11372,424.74689,404.0444,791.51788,0,0,3264
1.7847722,2.38677,3585.3962,483.75958,3312.0957,191.00307,174.66032,421.38159,420.30917,796.53296,0,0,3265
1.4424093,1.9751124,3704.5679,455.75674,3312.1174,186.52144,184.54752,424.43393,401.02133,874.65747,0,1,3266
1.4963461,1.9425706,3543.0542,481.24695,3312.0393,183.16315,172.70747,406.26199,421.51468,808.75391,0,0,3267
1.748886,2.6467676,3606.4473,416.62332,3312.0515,178.82018,186.05212,410.8324,406.72842,833.06061,0,0,3268
1.7690111,2.4270673,3660.1931,498.35132,3312.1167,178.3567,187.38953,430.457,424.75424,800.30206,0,1,3269
1.7964082,2.355834,3514.1152,423.15573,3311.9819,192.35764,198.42435,418.58453,415.13159,780.38318,0,0,3270
1.4874247,2.2164183,3772.5442,460.84641,3312.3379,177.87006,186.71013,409.98843,432.3916,834.28937,0,1,3271
1.416764,2.2909222,3818.6887,420.93408,3311.3689,181.22623,168.58591,419.16953,429.6268,727.68677,0,0,3272
1.396771,2.4210763,3624.3149,438.64481,3312.0439,186.83505,199.36058,425.89355,414.90552,867.15649,0,0,3273
1.5075411,2.2154889,3721.2834,447.04337,3312.4124,182.47086,183.77609,419.51697,435.07703,788.37958,0,1,3274
1.5009801,2.0832303,3788.9814,432.91125,3312.1082,176.09793,197.53554,423.48004,393.49512,790.01959,0,1,3275
1.335686,2.2924175,3564.7153,437.89609,3311.9961,177.17545,197.94901,432.021,397.3063,800.42596,0,0,3276
1.8558046,2.2998092,3855.4971,418.89697,3311.9871,184.07307,164.70844,415.96625,415.1059,735.66846,0,1,3277
1.5292525,2.1131198,3585.5403,436.13312,3312.1165,171.39886,203.79916,428.95441,413.50327,831.49738,0,1,3278
1.8125521,2.3775983,3609.0488,440.61215,3312.176,179.97316,180.46681,424.43536,402.0072,878.66418,0,1,3279
1.049441,2.3876739,3462.5098,476.32031,3311.9919,190.60353,189.10869,411.04507,423.2106,799.64465,0,0,3280
1.3024555,2.2007258,3736.3198,465.94812,3312.446,176.07909,193.72203,429.43475,410.5954,814.10248,0,1,3281
1.600422,2.2253931,3597.7041,484.70343,3311.8545,196.41481,185.25748,427.49048,431.38474,759.58191,0,1,3282
1.820981,2.4084501,3674.459,482.78806,3311.6978,192.78433,178.65938,422.14557,404.65021,795.48846,0,1,3283
1.4221349,2.3986335,3636.4319,474.23929,3312.0874,191.12152,188.4938,417.93896,436.97592,858.06842,0,1,3284
1.5262212,2.0814002,3617.7241,493.54089,3311.7493,188.13365,181.14827,423.89426,427.12823,780.01526,0,1,3285
1.2372415,2.1559329,3916.6367,437.10046,3312.4578,184.08801,183.65387,416.31659,399.92282,665.81836,0,1,3286
1.0856941,2.4519188,3644.2195,421.07312,3311.8108,183.20973,187.94194,425.43549,431.78934,758.15399,0,0,3287
1.286337,2.2494802,3259.1067,422.52435,3312.2507,184.79898,179.66833,424.22699,424.24149,820.72601,0,1,3288
1.3662595,2.2135477,3577.8794,476.23138,3311.9282,184.70103,172.96175,423.25806,424.23224,795.66095,0,0,3289
1.6992453,2.0784786,3492.3958,408.22537,3312.1328,177.37059,199.37526,421.09485,428.41461,755.59546,0,0,3290
1.605952,2.3883352,3841.1672,436.66837,3312.2727,201.89622,198.93799,418.92947,410.19815,822.64752,0,0,3291
1.2071847,2.2293289,3452.1074,460.95969,3311.9084,176.39948,192.58566,429.12003,396.39777,820.80383,0,0,3292
1.1732135,2.2531197,3592.4932,417.76215,3311.9622,182.90935,187.68256,414.3638,441.85986,903.77734,0,1,3293
1.3335261,2.3174062,3637.7402,453.45987,3311.8665,180.80196,189.11055,438.15225,439.09445,805.54382,0,0,3294
1.1544566,2.2457552,3440.1538,486.90662,3311.8611,186.68724,192.06184,430.63107,419.79382,773.54663,0,1,3295
1.3786857,2.223151,3758.6304,465.54929,3312.0166,183.49049,181.71773,442.89178,413.88397,781.57031,0,1,3296
1.6362857,2.00616,3798.3953,446.32401,3312.2703,175.19154,181.564,447.12967,415.24878,966.55133,0,1,3297
1.3312902,2.238615,3895.1101,438.97528,3311.9451,180.21268,191.35249,423.18091,398.72281,899.51379,0,0,3298
1.6221761,2.08325,3684.4712,425.09985,3311.8433,171.61581,183.7106,430.56967,418.33319,784.68481,0,1,3299
1.8829626,2.2310421,3876.6975,412.50687,3312.5278,181.2039,176.0484,435.95471,430.05487,854.17963,0,1,3300
1.2693783,2.1198444,3684.7852,477.47382,3312.0742,189.08112,191.71419,421.40009,419.21677,841.62549,0,1,3301
1.3537718,2.2597864,3516.9358,494.38358,3312.1782,176.59674,174.92456,419.79486,415.67145,775.39752,0,1,3302
1.8595893,2.2980101,3677.7495,446.74329,3312.1692,172.17232,188.70885,421.3006,432.23172,735.0686,0,1,3303
1.3603239,2.133877,3457.771,406.22543,3312.2412,196.56049,182.79132,418.31702,425.76462,832.43842,0,1,3304
1.2041099,2.4835041,3801.5325,471.28754,3312.1509,186.91174,183.86116,429.65018,419.55173,801.58557,0,1,3305
1.4503309,2.5755446,3512.3416,477.14908,3311.96,184.8233,174.56815,423.27261,423.42657,889.25977,0,0,3306
1.4249887,2.4205694,3520.6077,442.25568,3311.8816,187.44078,186.44878,407.27322,417.0863,851.51453,0,0,3307
1.4060515,2.1998818,3747.3308,483.73456,3312.479,176.68567,189.30214,420.62445,417.3248,802.31757,0,1,3308
1.3777599,2.236764,3532.7554,437.52246,3312.2483,195.00288,177.30811,418.3974,436.41064,817.89337,0,0,3309
1.2637066,2.4833016,3682.8728,490.89005,3312.4148,197.97134,187.58171,433.16647,429.04745,937.82739,0,1,3310
1.3356735,2.27335,3829.9729,424.06424,3312.1228,183.03038,178.15689,428.7204,432.0947,896.99493,0,1,3311
1.5455793,2.1840873,3530.4885,455.50986,3312.0518,181.8992,201.8429,417.60242,409.10217,852.52753,0,1,3312
1.2573727,2.3884366,3703.6816,437.68243,3312.1182,189.59953,193.55386,432.07733,417.41306,882.50726,0,0,3313
1.7031265,2.1684105,3717.6101,450.59799,3312.0662,180.09267,177.5659,430.5354,429.25076,832.45703,0,0,3314
1.5054884,2.1649382,3623.3503,447.50632,3311.9404,174.18625,189.76321,408.37762,428.95511,816.52917,0,0,3315
1.6335833,2.1769013,3797.4583,433.08948,3312.1135,185.54085,182.38768,447.94937,417.20557,814.77637,0,0,3316
1.4694086,2.3729184,3737.0696,461.10266,3311.6345,178.32936,193.75121,435.2272,429.35095,834.96912,0,1,3317
1.5234277,2.2428555,3979.1213,472.01688,3311.9465,190.33212,182.0499,422.39407,404.81259,837.11029,0,1,3318
1.5437849,2.1118181,3605.1492,452.91312,3311.949,199.27084,180.00975,442.91699,436.20169,847.96674,0,1,3319
1.4215333,2.1902711,3556.2246,425.34961,3311.8633,201.3997,194.79137,416.84003,428.08279,855.47455,0,1,3320
1.4403194,2.2571652,3631.3867,476.7002,3312.1318,178.76852,197.18027,443.90759,427.81113,798.96454,0,0,3321
1.4595343,2.3021085,3513.5686,426.0668,3312.3333,182.31349,176.79283,429.48718,418.71967,869.60913,0,1,3322
1.2799883,2.2340975,3552.7925,443.69159,3312.1838,187.70657,194.58438,424.59622,407.79126,744.28644,0,0,3323
1.3544136,2.4690609,3491.9922,434.02475,3312.1123,180.70639,184.08032,420.47424,415.7431,833.86041,0,1,3324
1.8446674,2.2098725,3735.5933,465.29813,3311.8245,184.13898,200.53314,428.26556,433.5415,847.30859,0,0,3325
1.1789992,2.0575423,3614.0686,386.97745,3312.269,167.86497,187.38815,411.42236,428.66019,843.2774,0,0,3326
1.4880128,2.2133272,3662.1252,488.93369,3311.8704,187.1288,176.37099,439.86044,428.37762,799.71008,0,1,3327
1.3858045,2.4007704,3688.2361,444.89114,3312.0508,170.0527,198.19604,416.61502,443.85547,836.65155,0,0,3328
1.410642,2.0889978,3563.0745,467.34991,3311.7224,189.89067,183.21008,421.73083,414.37943,777.43542,0,1,3329
1.4488978,2.08356,3813.1226,526.61426,3312.1238,187.00247,180.69234,416.17807,414.63046,770.57666,0,0,3330
1.3727949,2.033067,3875.7876,422.36258,3311.8875,200.36964,185.97072,408.02307,412.68738,909.95953,0,0,3331
1.3250654,2.1971822,3728.353,450.88959,3312.0757,176.55707,174.88544,410.39978,426.18082,810.42664,0,0,3332
1.3112731,2.2046647,3623.7327,459.36896,3311.8821,195.56105,187.45268,426.7572,424.39694,734.12903,0,1,3333
1.5969316,2.1287851,3443.0579,449.05969,3312.4111,186.92651,186.77299,416.96228,428.78146,780.52893,0,0,3334
1.7708849,2.039315,3714.9106,452.77414,3311.4009,174.31517,194.73288,427.05481,399.47372,787.72089,0,0,3335
1.469768,2.1939244,3742.3586,479.75415,3311.7185,183.00223,183.7998,428.1337,430.85388,847.59583,0,0,3336
1.3635422,2.3006504,3718.3169,438.22711,3311.9565,184.54077,186.14877,427.6673,420.04666,862.55054,0,0,3337
1.2714916,2.1337137,3658.7007,435.66168,3312.3435,191.45798,177.86525,416.69232,417.44897,782.96246,0,0,3338
1.8189572,2.2647884,3437.8645,481.20773,3312.0347,177.43903,200.8472,436.54251,410.8436,786.00977,0,0,3339
1.6187601,2.1996577,3696.6018,460.42026,3312.0601,180.96594,175.34843,428.2012,445.82632,756.84357,0,1,3340
1.5331112,2.3177776,3639.3225,417.82907,3312.3855,190.20209,183.86751,429.95016,415.50742,844.87921,0,0,3341
1.8056897,2.4129026,3622.8374,493.47269,3311.739,180.63454,177.0423,397.04681,417.07233,838.34662,0,0,3342
1.3885217,2.4141834,3649.6526,402.52872,3311.6309,195.35536,174.09625,429.14709,406.96381,821.28943,0,0,3343
1.2509196,2.2107561,3651.9707,499.52386,3312.4492,180.92418,187.12567,439.84482,436.00403,759.07556,0,1,3344
1.5886012,1.981712,3640.229,432.53757,3311.9507,188.59528,190.64536,437.32809,423.01547,776.52844,0,1,3345
1.8668435,1.86237,3463.0029,447.49643,3312.2952,191.79642,179.12733,402.74036,398.13339,835.1098,0,1,3346
1.3379948,2.3640814,3632.9824,445.83102,3312.3257,174.92671,183.7469,423.40271,451.94995,833.612,0,1,3347
1.490553,2.1025031,3691.7402,471.67432,3312.2698,176.00116,170.36414,408.64993,430.08365,810.80273,0,0,3348
1.4416548,2.3989205,3496.374,428.60727,3311.7825,169.49953,176.75764,404.81894,434.89197,753.28052,0,0,3349
1.2476747,2.2020719,3689.6875,462.06995,3311.9966,180.67465,188.96883,418.01886,428.59906,751.96808,0,1,3350
1.4777973,2.0910351,3745.8818,423.34122,3312.2751,172.67915,173.1012,426.19864,419.32364,876.62488,0,1,3351
1.4613044,2.0264771,3522.5432,465.48221,3312.0088,185.42964,193.83844,429.16165,412.61331,788.40961,0,1,3352
1.1426611,1.831214,3497.9473,414.74066,3311.9963,189.77908,181.21085,434.5975,422.56537,815.98956,0,1,3353
1.5009042,2.3535345,3606.1941,483.59116,3312.0566,187.14163,205.041,429.1048,440.44485,776.60828,0,0,3354
1.5895597,2.2875214,3664.7063,479.17587,3311.9941,174.79042,192.4339,443.88879,429.38889,815.61627,0,1,3355
1.5067734,2.2633286,3606.2527,419.21432,3311.5852,186.71445,196.53351,412.13913,425.99832,771.93103,0,0,3356
1.6325805,2.1520607,3775.8181,485.99103,3312.1194,180.58723,163.26654,426.33081,441.75656,777.40973,0,1,3357
1.2477821,2.3851099,3827.7307,443.88132,3311.6995,179.55864,186.62607,418.40347,427.62057,768.54504,0,1,3358
1.6168524,2.3422217,3728.8333,410.73447,3311.5125,188.43858,195.60861,418.59497,393.28024,734.97363,0,1,3359
1.1860812,2.143892,3794.3499,425.28677,3312.0481,197.98801,184.5536,421.70969,423.8045,834.02881,0,0,3360
1.2138683,2.2047062,3832.0049,496.7037,3312.4221,190.76636,188.99449,424.7312,425.00354,845.17963,0,1,3361
1.2143234,2.3009646,3583.3447,511.85336,3311.7175,184.48085,186.91464,415.15771,415.72537,712.03113,0,1,3362
1.5611695,2.1721563,3586.416,439.75278,3312.0225,164.79669,196.02649,436.25458,402.51331,718.41852,0,1,3363
1.2216207,2.1730373,3423.9946,436.62326,3312.1284,184.19783,191.595,418.81155,444.19019,777.75,0,1,3364
1.4657116,2.198668,3757.186,456.02759,3312.1001,182.32556,200.9583,421.76483,395.35788,847.62427,0,1,3365
1.8030748,2.1609881,3511.1687,438.81268,3312.1919,172.59433,183.19505,419.76065,434.97675,848.25287,0,1,3366
1.694064,1.9273014,3503.6187,489.41617,3311.8533,201.86079,191.16568,428.45639,428.38217,751.62683,0,0,3367
1.458058,2.2992473,3668.7471,418.95819,3312.1191,179.39326,172.93777,414.58389,428.48401,914.07617,0,1,3368
1.6578392,2.2932782,3708.9199,516.01752,3311.8838,191.08318,179.95216,422.66431,421.02747,927.47333,0,1,3369
1.4909387,2.2152405,3780.5283,447.96732,3312.2583,184.65074,186.03058,420.8241,436.11432,727.39685,0,1,3370
1.5864545,2.0155423,3613.8713,513.89972,3311.9358,179.8009,180.63799,420.96286,428.5126,790.08844,0,0,3371
1.6776491,2.0922,3666.6865,472.04675,3311.9338,178.57339,181.37901,419.72885,426.54871,767.84705,0,0,3372
1.8318392,2.2276945,3734.9246,430.29529,3312.3862,203.99377,180.78419,430.07367,408.33951,887.17889,0,0,3373
1.6197056,2.3185556,3499.1367,446.67273,3312.2241,184.78593,179.53688,420.43042,401.03021,874.18762,0,0,3374
1.3423535,2.0954065,3604.127,466.69302,3311.9639,184.34476,184.96469,433.01147,418.97299,691.2287,0,1,3375
1.5537112,2.203469,3693.1753,460.35757,3312.0645,178.2216,183.65506,415.54431,404.25717,858.78888,0,0,3376
1.5502235,2.0766263,3710.2705,468.16266,3311.8965,172.40103,192.2449,425.73123,420.53189,815.35107,0,1,3377
1.55029,2.2306416,3731.4705,467.1748,3312.4604,176.24785,189.09062,436.78088,419.21191,860.82086,0,1,3378
1.5839789,2.291256,3540.9338,477.0126,3312.0969,181.93575,195.33255,423.4949,388.28094,801.82147,0,1,3379
1.46641,2.1548214,3666.2368,369.67673,3311.7549,187.37015,188.64487,401.03799,426.07449,834.87463,0,0,3380
1.6211805,2.2628937,3496.5881,479.93533,3312.3928,185.21904,191.35184,430.30597,426.008,843.49756,0,0,3381
1.2206147,2.0225825,3701.5767,458.52176,3311.8308,181.18263,183.39032,415.74869,419.52161,881.67621,0,0,3382
1.5994924,2.0979202,3504.5767,457.11838,3312.1541,194.60144,182.32428,411.66055,422.21033,817.75537,0,0,3383
1.5497071,2.2674222,3904.0203,446.01047,3312.3906,182.02141,180.53152,433.54013,425.15469,812.28595,0,1,3384
1.2391773,2.1705461,3641.8401,466.68246,3311.8286,200.00235,170.13324,432.06046,424.76062,737.35101,0,1,3385
2.0442388,2.2590363,3429.2966,486.67062,3312.1716,185.62982,178.18475,427.66818,418.05246,936.96021,0,1,3386
1.2312937,2.2876265,3606.9734,426.55475,3311.9922,180.7953,186.2963,444.75037,430.67142,766.68201,0,1,3387
1.6678108,2.2933145,3777.6062,449.41098,3311.5898,193.87399,175.54785,454.63696,425.72351,829.26471,0,0,3388
1.5119503,1.8875512,3886.0974,399.53525,3311.9875,185.97131,177.46547,435.85074,419.15659,688.29535,0,1,3389
1.4628181,2.3516674,3713.2092,446.24814,3312.051,171.76636,183.39384,444.61133,436.83847,793.21442,0,0,3390
2.0149684,2.284529,3762.9644,494.45081,3312.0427,177.6149,179.48912,409.20023,436.46143,798.23157,0,1,3391
1.2037158,2.1689069,3585.4238,466.89465,3312.0706,192.16296,173.46867,415.25165,441.90131,800.72522,0,1,3392
1.3930109,2.334234,3562.2642,435.59219,3311.9048,181.12358,180.42537,431.6073,440.65399,789.18329,0,1,3393
1.5795507,2.2975879,3741.9473,434.30508,3311.9019,175.98245,195.63864,427.72128,455.90674,755.89392,0,0,3394
1.3111724,2.0607374,3604.6587,467.4603,3312.2444,178.97791,184.93399,424.44086,422.7709,859.81616,0,1,3395
1.3418542,1.9736916,3657.446,444.82312,3311.9658,201.31703,192.4711,426.08002,425.44699,839.1958,0,0,3396
1.4753407,2.260217,3701.1807,469.16776,3311.7954,196.33975,182.85902,410.9762,414.05408,735.39972,0,0,3397
1.9385259,2.1586599,3437.8428,438.12048,3312.1599,194.21436,178.93153,418.30774,417.71304,815.68121,0,0,3398
1.5370349,2.2975602,3671.5562,445.11298,3311.9871,185.12151,191.06482,416.27438,423.40659,810.32391,0,0,3399
1.3361365,2.1778204,3887.7,470.2865,3312.2239,172.26172,181.58855,410.44861,428.70145,880.56116,0,1,3400
1.6719183,2.1493464,3625.54,396.69333,3311.8984,188.65164,182.39891,427.86993,433.54449,721.86761,0,1,3401
1.299545,2.1014562,3800.5969,385.47366,3311.958,183.90773,192.31458,439.69983,413.51044,795.84277,0,1,3402
1.532649,2.2432842,3991.7539,414.36108,3312.0603,170.66582,180.009,418.71323,416.67288,898.86005,0,1,3403
1.4731383,1.8394222,3580.8555,493.57864,3312.2104,177.07948,183.65671,417.31516,441.4982,913.2478,0,0,3404
1.4791436,2.20364,3668.0195,494.77112,3311.9053,195.87343,175.83296,450.12323,428.37222,840.698,0,0,3405
2.0568519,2.2257388,3723.0352,460.14658,3312.126,188.2092,190.1566,422.5502,407.93875,824.29926,0,0,3406
1.414822,2.3456473,3862.4656,479.38126,3312.0344,176.72804,176.59427,420.24799,414.42642,708.65308,0,1,3407
1.7831703,2.2571332,3582.8203,466.9968,3312.123,182.68028,187.08353,436.72943,404.89838,824.43048,0,0,3408
1.4405856,2.1694489,3786.2307,456.38153,3312.1013,175.38295,170.62563,417.93915,421.43738,694.40131,0,1,3409
1.315794,2.3248255,3461.4114,509.36459,3311.9172,184.64186,181.86826,418.20029,419.2681,777.10455,0,0,3410
1.6591489,2.1422393,3546.4246,379.05487,3312.5293,184.30057,188.64969,415.37109,414.38715,777.20874,0,1,3411
1.2538842,2.0642207,3824.3831,463.40097,3311.8616,179.31752,186.39629,439.4642,412.21921,840.0343,0,1,3412
1.7735957,2.0736129,3437.6562,490.68655,3312.0073,175.25194,184.14711,438.52393,415.73935,836.21692,0,0,3413
1.1848603,2.2984653,3712.8042,460.39218,3311.7773,182.87529,187.72726,430.5799,401.67972,774.99982,0,0,3414
1.4481575,2.3603222,3879.1543,498.02328,3311.6484,182.47166,175.58365,439.36255,417.50589,883.92877,0,0,3415
1.7616924,2.1440818,3721.2974,428.91147,3311.998,201.74261,211.60281,420.06821,427.21161,860.36395,0,1,3416
1.3814465,1.9312608,3513.7175,384.90994,3311.5874,183.77223,203.18456,414.04373,443.57141,764.32538,0,0,3417
1.252896,2.2433379,3687.1917,463.57401,3311.7498,181.35228,194.91708,448.42188,417.52106,795.01996,0,0,3418
1.3004068,2.4004588,3862.3992,441.47076,3311.9111,196.97784,187.41273,409.32224,415.44324,778.53748,0,1,3419
1.6222577,2.0900426,3544.1868,428.46213,3311.7712,185.13791,195.54251,434.77689,422.67633,873.95081,0,1,3420
1.8876914,2.1195278,3539.2109,465.64005,3312.1902,178.57344,195.51237,429.69955,444.53934,884.33545,0,1,3421
1.627336,2.454422,3549.6816,481.11331,3312.2175,181.22414,172.04909,428.49826,425.10605,750.81909,0,1,3422
1.4649183,2.0451083,3710.5139,487.09192,3312.0381,183.09872,182.2834,417.27911,435.39645,795.37579,0,1,3423
1.4527141,2.3586552,3658.7256,438.86188,3311.8643,181.18097,190.56488,411.61798,424.92007,754.93518,0,0,3424
0.97026038,2.1544979,3573.7017,474.21469,3312.1453,180.93654,179.96022,456.27341,418.07904,766.8584,0,0,3425
1.1139659,2.0586131,3936.3296,446.74057,3312.0229,194.6232,177.68286,409.54318,421.93851,810.86615,0,0,3426
1.4549391,2.1925037,3579.2261,420.15228,3311.9822,172.86908,189.6537,415.41919,424.11874,788.00049,0,0,3427
